767,231,171,105,105,45,36,36,28,10,,
768,300,120,120,55,55,36,36,36,10,,
769,210,120,120,120,105,28,28,28,10,,
770,210,171,78,55,55,45,45,45,45,21,
771,171,171,171,120,120,15,3,,,,
772,231,120,120,55,55,45,45,45,28,28,
773,406,105,78,78,36,36,28,6,,,
775,171,171,120,120,78,45,45,15,10,,
776,136,136,120,120,78,45,45,45,36,15,
777,465,120,78,78,15,15,6,,,,
778,136,136,120,120,78,55,55,36,21,21,
779,231,171,120,120,45,28,28,21,15,,
780,210,210,171,120,45,21,3,,,,
781,171,171,171,78,55,55,55,15,10,,
782,120,120,105,105,105,78,78,28,28,15,
783,171,120,105,105,105,55,45,28,28,21,
784,406,210,105,28,15,10,10,,,,
785,630,105,15,15,10,10,,,,,
786,231,210,120,78,55,28,28,21,15,,
787,231,120,120,78,55,55,36,36,28,28,
788,300,136,136,120,55,21,10,10,,,
789,210,120,120,120,78,45,45,45,6,,
790,171,171,171,105,78,28,28,28,10,,
791,171,136,136,105,78,45,36,28,28,28,
792,231,210,120,55,55,55,28,28,10,,
793,406,105,78,78,78,28,10,10,,,
794,231,171,105,105,78,45,28,21,10,,
795,210,171,120,78,55,55,55,45,6,,
796,171,171,120,105,55,45,45,28,28,28,
797,120,120,78,78,78,78,55,55,45,45,45
798,210,78,78,78,78,78,78,55,55,10,
799,171,171,171,78,78,78,21,21,10,,
800,136,136,136,136,120,78,55,3,,,
801,210,171,120,120,55,55,45,15,10,,
802,210,171,120,120,120,45,10,6,,,
803,210,171,105,78,55,55,45,28,28,28,
804,210,120,120,120,78,78,36,36,6,,
805,136,136,120,78,78,78,78,55,36,10,
806,231,120,105,105,78,78,55,28,6,,
807,406,171,105,45,28,21,21,10,,,
808,231,136,136,105,105,36,28,21,10,,
809,406,105,78,78,36,36,28,21,21,,
810,171,120,120,78,78,78,55,55,45,10,
811,171,105,105,105,105,105,45,28,21,21,
812,300,171,120,55,55,45,36,15,15,,
813,465,120,120,78,10,10,10,,,,
814,231,120,120,78,78,55,55,28,28,21,
815,231,120,105,105,78,55,36,36,28,21,
815,231,120,105,105,78,55,36,36,28,21,
816,120,105,105,105,105,105,78,55,28,10,
817,136,136,136,136,120,78,55,10,10,,
818,171,171,171,120,78,55,21,21,10,,
819,406,120,105,78,55,28,21,6,,,
820,231,210,105,105,55,55,28,21,10,,
821,231,171,136,136,45,36,28,28,10,,
822,171,120,78,78,55,55,55,55,55,55,45
823,171,120,120,120,78,78,55,45,21,15,
824,136,136,120,120,78,78,55,55,36,10,
825,406,120,120,105,28,21,15,10,,,
826,210,120,120,120,120,78,55,3,,,
827,231,105,105,105,105,78,78,10,10,,
828,105,105,105,105,105,55,55,55,55,55,28
829,171,120,120,120,78,55,55,55,45,10,
830,136,136,136,136,120,120,21,15,10,,
831,210,171,120,78,55,55,55,45,21,21,
832,136,136,136,136,105,78,28,28,28,21,
833,136,136,78,78,78,78,78,45,45,45,36
834,231,105,105,105,105,78,78,21,6,,
835,120,120,120,120,55,55,55,55,45,45,45
836,210,210,78,78,55,55,45,45,45,15,
837,136,136,120,120,120,78,55,36,21,15,
838,300,120,78,78,78,55,36,36,36,21,
839,210,136,136,78,78,78,36,36,36,15,
840,406,105,78,78,45,45,45,28,10,,
841,171,120,120,55,55,55,55,55,55,55,45
842,300,105,105,105,45,45,45,36,28,28,
843,210,136,136,120,55,45,45,45,36,15,
844,465,210,78,78,10,3,,,,,
845,210,171,171,55,55,45,45,36,36,21,
846,253,120,78,66,66,66,66,66,55,10,
847,231,171,105,105,78,78,45,28,6,,
848,666,45,45,36,36,10,10,,,,
849,465,171,55,55,55,45,3,,,,
850,210,210,171,120,78,45,10,6,,,
851,171,171,120,78,78,78,55,45,45,10,
852,136,136,120,78,78,78,55,45,45,45,36
853,300,171,171,55,45,45,36,15,15,,
854,300,136,136,120,120,21,15,6,,,
855,465,120,120,36,36,36,36,6,,,
856,231,171,105,105,78,45,36,36,28,21,
857,171,120,120,78,78,55,55,45,45,45,45
858,171,136,136,136,136,78,45,10,10,,
859,231,120,120,105,105,45,45,45,28,15,
860,406,171,105,78,45,28,21,6,,,
861,231,136,136,105,105,78,36,28,6,,
862,406,210,105,55,55,28,3,,,,
863,120,105,105,105,105,105,55,45,45,45,28
864,630,120,105,6,3,,,,,,
865,171,136,136,120,78,78,55,45,36,10,
866,171,171,171,120,120,55,55,3,,,
867,210,171,120,120,120,78,45,3,,,
868,630,120,28,28,28,28,6,,,,
869,300,136,136,78,78,45,45,45,6,,
870,171,171,120,120,78,55,55,45,45,10,
871,136,136,120,120,78,55,55,45,45,45,36
872,465,120,78,78,55,55,15,6,,,
873,231,120,120,120,78,78,55,28,28,15,
874,231,105,105,105,105,78,45,45,45,10,
875,300,120,120,105,55,55,36,28,28,28,
876,171,120,120,120,55,55,55,45,45,45,45
877,210,171,120,78,78,55,55,55,45,10,
878,406,120,120,105,78,28,15,6,,,
879,231,210,120,105,105,55,28,15,10,,
880,171,120,78,78,78,78,78,78,55,45,21
881,630,120,105,10,10,6,,,,,
882,231,210,105,105,55,55,36,36,28,21,
883,210,120,120,78,55,55,55,55,45,45,45
884,171,136,136,120,120,55,55,45,36,10,
885,465,120,120,78,78,21,3,,,,
886,136,136,120,120,78,78,55,55,36,36,36
887,406,105,105,105,45,45,45,21,10,,
888,300,136,136,120,55,45,45,45,6,,
889,561,253,66,6,3,,,,,,
890,171,171,171,120,120,55,55,21,6,,
891,210,136,136,120,78,55,55,55,36,10,
892,465,120,120,120,55,6,6,,,,
893,171,136,136,78,78,78,45,45,45,45,36
894,300,171,136,136,55,45,21,15,15,,
895,300,171,120,120,78,45,36,15,10,,
896,231,171,171,78,78,45,45,28,28,21,
897,231,136,136,105,105,78,36,28,21,21,
898,231,231,120,105,78,55,36,36,6,,
899,171,120,120,78,78,78,78,55,55,45,21
900,231,105,105,78,78,55,55,55,55,55,28
901,253,136,136,66,66,66,66,66,36,10,
902,406,231,120,78,55,6,6,,,,
903,300,136,136,120,78,55,36,36,6,,
904,171,105,105,105,105,105,45,45,45,45,28
905,210,171,78,78,78,55,55,45,45,45,45
906,300,136,136,120,78,78,55,3,,,
907,231,120,120,105,105,78,55,55,28,10,
908,406,231,120,120,15,10,6,,,,
909,231,210,210,120,36,36,28,28,10,,
910,231,171,136,136,78,45,36,28,28,21,
911,171,171,171,120,78,55,45,45,45,10,
912,300,136,136,120,120,55,15,15,15,,
913,136,136,105,105,105,78,78,78,36,28,28
914,465,120,78,55,55,55,55,21,10,,
915,231,171,171,120,55,45,45,28,28,21,
916,300,120,120,120,78,55,36,36,36,15,
917,171,171,120,120,55,55,45,45,45,45,45
918,210,171,171,78,78,55,55,45,45,10,
919,171,171,171,136,136,78,36,10,10,,
920,210,171,78,78,78,78,55,55,45,36,36
921,406,120,105,55,45,45,45,36,36,28,
922,465,120,120,45,45,45,36,36,10,,
923,300,136,136,120,78,78,55,10,10,,
924,820,55,36,10,3,,,,,,
925,171,171,136,136,120,55,45,45,36,10,
926,406,210,105,78,78,28,15,6,,,
927,171,136,136,120,78,78,55,45,36,36,36
928,465,171,55,55,55,45,36,36,10,,
929,406,105,105,105,78,78,21,21,10,,
930,300,136,136,120,78,78,55,21,6,,
931,210,210,78,78,55,55,55,55,45,45,45
932,171,171,120,120,78,55,55,45,45,36,36
933,210,210,171,120,45,45,45,45,21,21,
934,210,136,136,78,78,78,55,55,36,36,36
935,231,120,105,105,78,78,55,45,45,45,28
936,231,105,105,105,105,78,45,45,45,36,36
937,171,120,120,120,120,55,55,55,55,45,21
938,210,136,136,120,55,55,55,45,45,45,36
939,210,171,120,78,78,55,55,55,45,36,36
940,903,28,6,3,,,,,,,
941,820,55,36,10,10,10,,,,,
942,630,105,55,55,36,36,15,10,,,
943,231,136,136,105,105,78,78,36,28,10,
944,210,120,105,105,105,78,55,55,55,28,28
945,465,171,120,120,45,21,3,,,,
946,630,120,105,78,10,3,,,,,
947,210,171,78,78,78,78,78,55,55,45,21
948,231,171,120,105,105,78,55,45,28,10,
949,300,120,120,120,78,55,55,55,36,10,
950,231,120,105,105,78,78,78,55,36,36,28
951,210,210,171,120,120,55,45,10,10,,
952,231,171,105,105,105,105,55,45,15,15,
953,171,171,171,120,78,78,78,55,21,10,
954,171,136,136,120,78,78,78,55,45,36,21
955,465,120,120,78,78,78,10,6,,,
956,300,210,171,78,55,55,45,36,6,,
957,903,28,10,10,6,,,,,,
958,630,105,55,55,55,55,3,,,,
959,231,231,171,105,78,78,45,10,10,,
960,406,120,120,105,78,78,28,15,10,,
961,231,171,120,120,105,105,45,28,21,15,
962,300,210,171,120,55,45,36,15,10,,
963,630,120,105,78,10,10,10,,,,
964,903,28,21,6,6,,,,,,
965,231,231,120,105,78,55,45,45,45,10,
966,300,171,136,136,120,55,45,3,,,
967,465,120,78,78,55,55,55,55,6,,
968,300,231,136,136,78,28,28,21,10,,
969,300,136,136,78,78,78,78,55,15,15,
970,300,136,136,120,78,55,45,45,45,10,
971,300,171,120,78,78,78,55,45,36,10,
972,136,136,120,120,120,78,78,78,55,36,15
973,171,136,136,120,120,78,55,55,45,36,21
974,465,120,120,120,78,55,10,6,,,
975,630,105,55,55,55,55,10,10,,,
976,903,28,21,21,3,,,,,,
977,406,120,105,105,105,78,55,3,,,
978,136,136,136,136,120,120,78,55,55,6,
979,210,171,136,136,55,55,45,45,45,45,36
980,210,171,171,78,78,55,55,45,45,36,36
981,465,210,171,78,45,6,6,,,,
982,231,120,105,105,105,105,55,45,45,45,21
983,231,231,120,105,78,78,55,55,15,15,
984,136,136,136,136,120,120,120,55,15,10,
985,210,171,120,120,78,55,55,55,55,45,21
986,820,55,36,36,36,3,,,,,
987,136,136,136,136,105,105,105,36,36,28,28
988,231,120,105,105,105,105,78,78,55,6,
989,231,171,171,105,105,78,45,45,28,10,
990,300,210,136,136,78,55,55,10,10,,
991,231,171,105,105,78,78,78,45,36,36,28
992,210,171,120,120,120,120,55,45,21,10,
993,903,28,21,21,10,10,,,,,
994,406,120,105,105,105,78,55,10,10,,
995,406,171,105,78,78,78,45,28,6,,
996,231,120,120,105,105,78,78,55,55,28,21
997,300,210,120,78,78,55,55,55,36,10,
998,300,136,136,120,120,78,36,36,21,15,
999,210,210,210,171,78,55,45,10,10,,
1000,171,136,136,136,136,78,78,78,45,6,
1001,820,78,55,36,6,6,,,,,
1002,231,171,171,171,105,105,28,10,10,,
1003,820,55,36,36,36,10,10,,,,
1004,231,136,136,120,78,78,78,55,36,28,28
